product_number,discount,orders,day_of_week,month,is_weekend,quarter,is_summer,is_winter,department_desc_MENS OWN BRAND FOOTWEAR,department_desc_MENS OWN BRAND OUTERWEAR,Predictions
388,0.0,0.0,1,8,0,3,1,0,0,0,1.0
3403,12.855,0.0,6,1,1,1,0,1,1,0,1.0
1419,0.0,0.0,6,3,1,1,0,0,1,0,0.0
2372,0.0,16.0,4,12,0,4,0,1,1,0,12.0
3010,0.0,0.0,3,12,0,4,0,1,0,0,1.0
3168,10.0,0.0,6,5,1,2,0,0,1,0,2.0
319,43.33,0.0,4,8,0,3,1,0,0,1,6.0
2907,30.0,0.0,1,11,0,4,0,0,0,0,0.0
144,38.25,0.0,0,2,0,1,0,1,0,1,2.0
125,38.75,0.0,4,5,0,2,0,0,0,1,1.0
3850,20.0,4.0,0,11,0,4,0,0,0,0,7.0
3013,20.0,0.0,4,6,0,2,1,0,0,0,0.0
713,30.77,0.0,2,8,0,3,1,0,1,0,4.0
277,30.01,36.0,3,11,0,4,0,0,0,0,10.0
4551,20.0,5.0,1,4,0,2,0,0,0,0,1.0
4566,40.0,0.0,3,3,0,1,0,0,0,0,7.0
2400,0.0,0.0,2,2,0,1,0,1,1,0,3.0
3013,20.0,0.0,3,8,0,3,1,0,0,0,2.0
686,0.0,0.0,4,2,0,1,0,1,1,0,0.0
3467,30.0,46.0,6,12,1,4,0,1,0,1,26.0
2360,50.0,0.0,4,2,0,1,0,1,1,0,0.0
3008,0.0,5.0,5,1,1,1,0,1,0,0,3.0
3399,10.89,0.0,3,7,0,3,1,0,0,0,0.0
1725,0.0,0.0,1,8,0,3,1,0,1,0,0.0
3492,0.0,0.0,0,3,0,1,0,0,0,1,0.0
275,10.0,0.0,5,9,1,3,0,0,0,0,3.0
3477,12.22,0.0,3,5,0,2,0,0,1,0,0.0
4326,15.38,0.0,2,8,0,3,1,0,0,0,0.0
383,40.0,0.0,3,5,0,2,0,0,0,0,4.0
413,20.0,0.0,1,11,0,4,0,0,0,0,1.0
2558,0.0,13.0,1,7,0,3,1,0,1,0,27.0
1799,30.0,0.0,3,2,0,1,0,1,0,0,1.0
146,22.67,15.0,1,9,0,3,0,0,0,1,1.0
2567,0.0,0.0,3,5,0,2,0,0,1,0,2.0
2054,9.23,0.0,4,1,0,1,0,1,0,0,2.0
2490,0.0,5.0,0,6,0,2,1,0,0,0,1.0
1194,0.0,0.0,1,9,0,3,0,0,0,0,0.0
140,26.67,0.0,2,3,0,1,0,0,0,1,1.0
2824,19.625,0.0,0,11,0,4,0,0,1,0,0.0
1,5.26,4.0,4,12,0,4,0,1,1,0,1.0
1686,30.0,39.0,3,6,0,2,1,0,0,0,5.0
2405,25.0,5.0,4,8,0,3,1,0,0,0,2.0
2559,41.08,0.0,3,12,0,4,0,1,1,0,0.0
3774,36.9,5.0,6,3,1,1,0,0,1,0,1.0
3841,50.0,0.0,6,8,1,3,1,0,0,1,1.0
3008,28.07,5.0,6,2,1,1,0,1,0,0,8.0
2994,0.0,0.0,4,11,0,4,0,0,0,0,0.0
4118,41.715,0.0,4,11,0,4,0,0,1,0,0.0
2621,46.67,59.0,0,9,0,3,0,0,0,1,62.0
2493,0.0,0.0,4,1,0,1,0,1,0,0,0.0
2380,33.33,0.0,5,4,1,2,0,0,1,0,0.0
2909,38.46,8.0,4,8,0,3,1,0,0,0,4.0
289,47.22,0.0,3,2,0,1,0,1,0,0,0.0
3770,50.0,81.0,2,1,0,1,0,1,1,0,59.0
1330,16.04,5.0,6,5,1,2,0,0,1,0,14.0
2264,24.21,87.0,2,2,0,1,0,1,0,1,1.0
3414,71.83,0.0,0,2,0,1,0,1,1,0,0.0
2993,16.67,0.0,2,3,0,1,0,0,0,0,1.0
3479,25.0,4.0,6,5,1,2,0,0,0,0,1.0
1384,36.445,0.0,3,5,0,2,0,0,1,0,0.0
681,0.0,0.0,4,4,0,2,0,0,0,0,1.0
2564,60.0,0.0,0,6,0,2,1,0,1,0,2.0
385,0.0,0.0,1,10,0,4,0,0,0,0,0.0
2104,35.0,0.0,6,12,1,4,0,1,1,0,4.0
700,50.0,0.0,5,8,1,3,1,0,1,0,1.0
293,0.0,5.0,6,5,1,2,0,0,0,0,8.0
3820,18.04,5.0,1,1,0,1,0,1,0,1,8.0
1041,11.73,0.0,4,6,0,2,1,0,0,0,0.0
2493,0.0,0.0,6,10,1,4,0,0,0,0,2.0
1743,34.115,0.0,3,5,0,2,0,0,1,0,3.0
2,20.72,0.0,1,11,0,4,0,0,1,0,1.0
107,34.685,0.0,6,2,1,1,0,1,0,1,0.0
2261,32.5,0.0,5,11,1,4,0,0,0,1,0.0
728,0.0,0.0,5,3,1,1,0,0,1,0,0.0
322,37.5,0.0,2,10,0,4,0,0,0,1,0.0
275,45.01,0.0,1,7,0,3,1,0,0,0,4.0
1896,30.74,0.0,3,9,0,3,0,0,0,1,0.0
2408,51.85,0.0,5,2,1,1,0,1,1,0,1.0
1725,10.0,0.0,5,3,1,1,0,0,1,0,2.0
2490,35.0,0.0,0,12,0,4,0,1,0,0,3.0
1049,0.0,4.0,1,10,0,4,0,0,0,0,2.0
1742,10.0,0.0,1,1,0,1,0,1,1,0,1.0
1041,11.73,0.0,6,4,1,2,0,0,0,0,0.0
4328,0.0,0.0,6,1,1,1,0,1,0,0,0.0
4120,28.545,5.0,3,1,0,1,0,1,1,0,1.0
2357,0.0,4.0,4,9,0,3,0,0,0,0,1.0
4328,0.0,5.0,1,8,0,3,1,0,0,0,1.0
2358,0.0,0.0,0,10,0,4,0,0,1,0,6.0
704,30.0,41.0,2,12,0,4,0,1,1,0,22.0
1205,0.0,9.0,0,1,0,1,0,1,1,0,5.0
150,23.5,0.0,1,7,0,3,1,0,0,1,0.0
4563,25.0,0.0,0,6,0,2,1,0,0,0,1.0
3704,0.0,0.0,4,12,0,4,0,1,0,0,1.0
1205,70.0,13.0,3,8,0,3,1,0,1,0,5.0
2345,35.56,0.0,3,7,0,3,1,0,0,0,3.0
3811,46.0,5.0,1,8,0,3,1,0,0,1,0.0
3466,0.0,4.0,5,1,1,1,0,1,0,1,11.0
4556,20.0,9.0,5,2,1,1,0,1,0,0,1.0
1809,20.0,0.0,3,6,0,2,1,0,0,0,0.0
1960,19.61,0.0,6,9,1,3,0,0,0,0,0.0
1412,0.0,45.0,0,3,0,1,0,0,1,0,27.0
1743,28.900000000000002,0.0,3,1,0,1,0,1,1,0,0.0
3013,0.0,0.0,6,5,1,2,0,0,0,0,1.0
2907,20.0,4.0,1,1,0,1,0,1,0,0,1.0
675,14.14,4.0,3,5,0,2,0,0,0,0,1.0
316,30.0,0.0,5,1,1,1,0,1,0,1,0.0
2906,46.67,0.0,4,8,0,3,1,0,1,0,7.0
1297,0.0,0.0,1,3,0,1,0,0,0,0,2.0
1193,30.0,0.0,6,10,1,4,0,0,0,0,1.0
1737,35.89,0.0,4,11,0,4,0,0,1,0,4.0
1724,32.69,9.0,2,2,0,1,0,1,1,0,3.0
4330,11.43,0.0,2,5,0,2,0,0,0,0,1.0
2396,20.0,0.0,6,11,1,4,0,0,0,0,0.0
2895,25.0,10.0,0,3,0,1,0,0,1,0,8.0
1960,29.45,0.0,5,1,1,1,0,1,0,0,1.0
2102,30.0,5.0,5,2,1,1,0,1,1,0,13.0
280,30.0,0.0,0,2,0,1,0,1,0,0,0.0
2506,20.0,5.0,0,9,0,3,0,0,0,0,0.0
1812,0.0,0.0,6,1,1,1,0,1,0,0,0.0
422,65.0,0.0,2,1,0,1,0,1,0,1,0.0
3310,21.74,0.0,4,7,0,3,1,0,0,0,2.0
3,50.0,0.0,5,8,1,3,1,0,1,0,0.0
692,0.0,0.0,5,9,1,3,0,0,1,0,8.0
692,40.0,0.0,6,11,1,4,0,0,1,0,2.0
2301,0.0,0.0,0,8,0,3,1,0,0,0,1.0
1388,0.0,17.0,1,1,0,1,0,1,1,0,7.0
388,0.0,0.0,4,6,0,2,1,0,0,0,0.0
2103,30.12,4.0,2,1,0,1,0,1,1,0,2.0
286,0.0,0.0,0,1,0,1,0,1,0,0,5.0
1913,20.0,0.0,0,8,0,3,1,0,0,0,3.0
1580,0.0,0.0,4,2,0,1,0,1,0,0,1.0
585,16.47,5.0,5,3,1,1,0,0,0,0,1.0
3334,21.07,39.0,6,1,1,1,0,1,0,1,46.0
314,15.0,0.0,0,2,0,1,0,1,0,0,0.0
140,26.67,4.0,0,1,0,1,0,1,0,1,5.0
3752,20.0,15.0,0,9,0,3,0,0,1,0,14.0
1392,10.0,19.0,2,5,0,2,0,0,1,0,10.0
2564,50.0,0.0,0,2,0,1,0,1,1,0,1.0
1814,0.0,11.0,5,4,1,2,0,0,0,0,10.0
2248,20.0,0.0,1,1,0,1,0,1,0,0,1.0
1205,42.35,9.0,6,7,1,3,1,0,1,0,10.0
3327,60.0,0.0,4,12,0,4,0,1,0,1,5.0
1394,22.22,0.0,0,4,0,2,0,0,1,0,4.0
314,35.15,4.0,4,1,0,1,0,1,0,0,6.0
3397,0.0,9.0,6,10,1,4,0,0,0,0,5.0
2261,32.5,0.0,0,9,0,3,0,0,0,1,0.0
720,0.0,41.0,4,9,0,3,0,0,1,0,55.0
2407,77.78,0.0,2,6,0,2,1,0,0,0,1.0
139,50.0,0.0,1,12,0,4,0,1,0,1,4.0
1909,10.0,0.0,0,12,0,4,0,1,0,0,0.0
2258,29.41,0.0,2,4,0,2,0,0,0,1,8.0
3304,0.0,0.0,5,4,1,2,0,0,0,0,0.0
2498,0.0,0.0,3,4,0,2,0,0,0,0,2.0
1914,11.235,0.0,3,2,0,1,0,1,0,0,1.0
1304,20.0,8.0,6,6,1,2,1,0,0,0,3.0
2501,0.0,0.0,4,4,0,2,0,0,0,0,2.0
2564,47.385000000000005,0.0,5,12,1,4,0,1,1,0,0.0
1199,20.0,5.0,6,1,1,1,0,1,1,0,2.0
719,0.0,0.0,3,6,0,2,1,0,1,0,3.0
4565,35.05,0.0,3,11,0,4,0,0,0,0,3.0
2386,35.0,4.0,4,2,0,1,0,1,1,0,8.0
3824,60.0,5.0,5,10,1,4,0,0,0,1,0.0
151,38.1,0.0,6,4,1,2,0,0,0,1,2.0
3455,15.0,0.0,6,1,1,1,0,1,0,1,5.0
1711,30.0,0.0,5,12,1,4,0,1,1,0,6.0
2350,25.0,8.0,5,2,1,1,0,1,1,0,3.0
1300,0.0,0.0,5,8,1,3,1,0,0,0,1.0
2396,20.0,0.0,4,10,0,4,0,0,0,0,0.0
140,30.0,0.0,2,8,0,3,1,0,0,1,0.0
1395,22.22,5.0,4,6,0,2,1,0,1,0,11.0
129,70.0,0.0,6,7,1,3,1,0,0,1,4.0
422,8.7,0.0,4,12,0,4,0,1,0,1,0.0
315,0.0,0.0,1,10,0,4,0,0,0,0,1.0
4114,20.0,5.0,3,10,0,4,0,0,0,0,1.0
3768,20.0,17.0,3,3,0,1,0,0,1,0,8.0
2492,0.0,0.0,3,3,0,1,0,0,0,0,4.0
2563,0.0,0.0,0,11,0,4,0,0,1,0,2.0
3765,10.0,40.0,3,4,0,2,0,0,1,0,29.0
696,5.13,45.0,2,7,0,3,1,0,1,0,26.0
2384,49.0,0.0,3,5,0,2,0,0,1,0,0.0
1026,0.0,0.0,5,3,1,1,0,0,0,0,1.0
4545,0.0,4.0,1,7,0,3,1,0,0,0,5.0
1402,2.5,79.0,3,6,0,2,1,0,1,0,91.0
2247,20.0,0.0,5,8,1,3,1,0,0,0,0.0
2266,25.0,0.0,4,9,0,3,0,0,0,1,0.0
322,50.0,0.0,5,2,1,1,0,1,0,1,0.0
3765,30.0,13.0,1,12,0,4,0,1,1,0,15.0
2346,15.0,0.0,6,12,1,4,0,1,1,0,8.0
3445,0.0,8.0,1,11,0,4,0,0,0,1,12.0
1634,0.0,0.0,2,6,0,2,1,0,0,0,1.0
285,20.0,0.0,0,3,0,1,0,0,0,0,2.0
3442,0.0,4.0,3,12,0,4,0,1,0,1,31.0
1889,17.14,0.0,0,5,0,2,0,0,0,0,0.0
1404,40.0,0.0,6,7,1,3,1,0,0,0,2.0
3480,0.0,0.0,6,3,1,1,0,0,0,0,1.0
3166,0.0,0.0,6,1,1,1,0,1,0,0,1.0
4119,25.0,0.0,1,4,0,2,0,0,1,0,2.0
3414,22.62,0.0,0,1,0,1,0,1,1,0,1.0
2265,0.0,10.0,4,12,0,4,0,1,0,1,9.0
1305,0.0,8.0,2,3,0,1,0,0,0,0,5.0
1741,22.47,0.0,3,2,0,1,0,1,1,0,0.0
1192,0.0,0.0,3,1,0,1,0,1,0,0,0.0
1741,22.47,0.0,1,4,0,2,0,0,1,0,0.0
2495,20.0,0.0,1,6,0,2,1,0,0,0,2.0
3743,57.55,47.0,6,7,1,3,1,0,1,0,21.0
2343,53.12,4.0,1,3,0,1,0,0,1,0,2.0
2492,19.97,0.0,0,10,0,4,0,0,0,0,0.0
3746,3.335,11.0,4,7,0,3,1,0,1,0,9.0
3762,0.0,14.0,3,12,0,4,0,1,1,0,2.0
3744,35.96,4.0,1,7,0,3,1,0,1,0,1.0
1804,0.0,9.0,2,6,0,2,1,0,0,0,9.0
4563,25.0,0.0,2,7,0,3,1,0,0,0,1.0
1413,20.0,14.0,5,2,1,1,0,1,1,0,24.0
4467,49.33,0.0,0,1,0,1,0,1,1,0,0.0
1734,4.725,0.0,4,5,0,2,0,0,1,0,0.0
269,0.0,0.0,1,7,0,3,1,0,0,0,0.0
1739,28.21,0.0,5,9,1,3,0,0,1,0,2.0
2816,0.0,5.0,3,2,0,1,0,1,0,0,3.0
2374,30.0,22.0,6,8,1,3,1,0,1,0,4.0
3480,20.0,5.0,6,4,1,2,0,0,0,0,2.0
1583,0.0,0.0,4,8,0,3,1,0,0,0,1.0
1026,20.0,0.0,0,11,0,4,0,0,0,0,2.0
3773,50.0,0.0,2,3,0,1,0,0,1,0,2.0
1912,29.255000000000003,5.0,6,7,1,3,1,0,0,0,5.0
318,52.7,0.0,1,8,0,3,1,0,0,1,0.0
2350,0.0,4.0,6,5,1,2,0,0,1,0,3.0
1329,34.38,21.0,2,3,0,1,0,0,1,0,17.0
4108,28.75,0.0,5,6,1,2,1,0,1,0,3.0
1,5.26,9.0,3,5,0,2,0,0,1,0,11.0
1722,33.24,5.0,0,7,0,3,1,0,1,0,0.0
132,40.0,0.0,0,4,0,2,0,0,0,1,3.0
702,6.25,0.0,6,1,1,1,0,1,1,0,0.0
1300,0.0,0.0,6,9,1,3,0,0,0,0,1.0
3332,0.0,35.0,5,12,1,4,0,1,0,1,56.0
1804,25.0,19.0,6,7,1,3,1,0,0,0,14.0
3848,0.0,0.0,0,11,0,4,0,0,0,0,1.0
293,0.0,0.0,0,7,0,3,1,0,0,0,2.0
3458,0.0,0.0,0,2,0,1,0,1,0,1,2.0
3456,0.0,4.0,3,2,0,1,0,1,0,1,4.0
4114,20.0,0.0,4,1,0,1,0,1,0,0,1.0
2374,0.0,9.0,2,7,0,3,1,0,1,0,6.0
1302,28.045,0.0,3,2,0,1,0,1,0,0,2.0
4549,20.0,0.0,5,10,1,4,0,0,0,0,1.0
272,0.0,5.0,5,3,1,1,0,0,0,0,2.0
1583,0.0,0.0,5,3,1,1,0,0,0,0,0.0
3449,42.86,22.0,1,2,0,1,0,1,0,1,9.0
690,0.0,20.0,0,7,0,3,1,0,1,0,12.0
284,20.0,0.0,0,1,0,1,0,1,0,0,2.0
1,5.26,9.0,0,5,0,2,0,0,1,0,15.0
2992,25.0,5.0,1,5,0,2,0,0,0,0,3.0
1424,50.4,0.0,3,6,0,2,1,0,1,0,3.0
2566,28.89,0.0,0,11,0,4,0,0,1,0,2.0
1188,20.0,0.0,5,5,1,2,0,0,0,0,1.0
121,44.68,5.0,3,5,0,2,0,0,0,1,2.0
2405,27.27,0.0,4,9,0,3,0,0,0,0,2.0
3403,12.855,0.0,0,4,0,2,0,0,1,0,1.0
2407,40.56,0.0,3,3,0,1,0,0,0,0,2.0
105,20.0,0.0,6,7,1,3,1,0,0,1,0.0
3448,0.0,0.0,5,10,1,4,0,0,0,1,23.0
680,0.0,15.0,6,11,1,4,0,0,0,0,16.0
125,70.0,4.0,2,7,0,3,1,0,0,1,17.0
121,44.68,5.0,3,6,0,2,1,0,0,1,1.0
1200,0.0,23.0,1,10,0,4,0,0,1,0,30.0
2384,45.6,0.0,0,3,0,1,0,0,1,0,0.0
2569,20.0,0.0,2,10,0,4,0,0,1,0,0.0
2402,5.88,4.0,5,6,1,2,1,0,1,0,27.0
4547,20.0,13.0,6,2,1,1,0,1,0,0,3.0
3,50.0,0.0,2,6,0,2,1,0,1,0,0.0
2261,32.5,0.0,3,9,0,3,0,0,0,1,0.0
725,45.0,5.0,1,8,0,3,1,0,1,0,9.0
1711,37.18,0.0,0,9,0,3,0,0,1,0,3.0
2563,25.0,29.0,0,3,0,1,0,0,1,0,19.0
1419,10.77,5.0,3,9,0,3,0,0,1,0,0.0
2360,30.0,0.0,2,6,0,2,1,0,1,0,0.0
1686,30.0,0.0,1,12,0,4,0,1,0,0,0.0
2503,19.97,0.0,6,4,1,2,0,0,0,0,0.0
4470,0.0,0.0,3,6,0,2,1,0,0,0,2.0
2569,20.0,0.0,5,9,1,3,0,0,1,0,0.0
1580,0.0,0.0,1,9,0,3,0,0,0,0,2.0
3823,63.64,0.0,0,9,0,3,0,0,0,1,2.0
1401,0.0,10.0,6,12,1,4,0,1,0,0,3.0
995,61.11,0.0,4,1,0,1,0,1,1,0,5.0
1716,24.75,0.0,2,7,0,3,1,0,1,0,0.0
1203,0.0,0.0,3,12,0,4,0,1,1,0,7.0
3813,0.0,0.0,4,12,0,4,0,1,0,0,2.0
326,50.0,5.0,3,4,0,2,0,0,0,1,2.0
679,27.33,0.0,2,1,0,1,0,1,0,0,1.0
1036,0.0,0.0,0,8,0,3,1,0,0,1,1.0
3327,70.0,5.0,1,8,0,3,1,0,0,1,19.0
2571,0.0,0.0,0,9,0,3,0,0,1,0,0.0
1364,0.0,0.0,0,10,0,4,0,0,0,0,1.0
313,19.608333333333334,0.0,0,3,0,1,0,0,1,0,0.0
2303,11.52,0.0,0,10,0,4,0,0,0,0,0.0
2386,35.0,13.0,6,1,1,1,0,1,1,0,10.0
3751,42.4,0.0,6,8,1,3,1,0,1,0,1.0
4563,25.0,0.0,5,7,1,3,1,0,0,0,0.0
4571,20.0,0.0,5,10,1,4,0,0,0,0,0.0
2058,0.0,10.0,5,11,1,4,0,0,1,0,28.0
298,10.0,0.0,1,1,0,1,0,1,0,0,1.0
1728,49.47,0.0,5,4,1,2,0,0,1,0,1.0
2402,0.0,16.0,1,9,0,3,0,0,1,0,9.0
4565,35.05,4.0,0,2,0,1,0,1,0,0,0.0
707,0.0,0.0,4,10,0,4,0,0,0,0,1.0
2484,0.0,0.0,3,2,0,1,0,1,0,0,4.0
703,35.0,11.0,1,10,0,4,0,0,1,0,15.0
3745,34.04,0.0,4,4,0,2,0,0,1,0,1.0
679,27.33,4.0,6,2,1,1,0,1,0,0,1.0
3484,5.41,0.0,1,7,0,3,1,0,1,0,0.0
2362,45.0,4.0,2,7,0,3,1,0,1,0,1.0
2491,0.0,0.0,4,4,0,2,0,0,0,0,2.0
3850,20.0,0.0,0,1,0,1,0,1,0,0,1.0
295,0.0,4.0,2,4,0,2,0,0,0,0,2.0
3174,41.67,0.0,0,6,0,2,1,0,1,0,1.0
3758,0.85,5.0,0,5,0,2,0,0,1,0,0.0
2500,0.0,0.0,5,9,1,3,0,0,0,0,2.0
3416,6.94,0.0,0,9,0,3,0,0,1,0,2.0
1047,0.0,0.0,6,6,1,2,1,0,1,0,0.0
1426,0.0,16.0,5,3,1,1,0,0,1,0,6.0
135,60.0,5.0,3,12,0,4,0,1,0,1,12.0
2895,0.0,178.0,6,12,1,4,0,1,1,0,105.0
3099,0.0,8.0,6,2,1,1,0,1,0,0,1.0
1203,6.25,37.0,3,6,0,2,1,0,1,0,15.0
1024,33.33,4.0,0,7,0,3,1,0,0,0,3.0
1190,0.0,42.0,2,10,0,4,0,0,0,0,34.0
2076,28.75,5.0,5,10,1,4,0,0,0,1,8.0
692,0.0,20.0,0,6,0,2,1,0,1,0,7.0
1581,0.0,0.0,5,10,1,4,0,0,0,0,3.0
1406,20.205,0.0,1,4,0,2,0,0,1,0,0.0
1363,0.0,4.0,3,8,0,3,1,0,0,0,2.0
3704,0.0,0.0,1,12,0,4,0,1,0,0,0.0
2351,0.0,12.0,4,1,0,1,0,1,1,0,24.0
274,30.01,4.0,4,7,0,3,1,0,0,0,0.0
141,12.73,0.0,5,1,1,1,0,1,0,1,0.0
2997,3.38,10.0,5,1,1,1,0,1,0,0,2.0
3318,40.0,5.0,1,1,0,1,0,1,1,0,7.0
1735,30.0,0.0,3,7,0,3,1,0,1,0,1.0
383,50.0,17.0,1,3,0,1,0,0,0,0,6.0
1730,38.24,0.0,0,1,0,1,0,1,1,0,0.0
428,0.0,13.0,5,2,1,1,0,1,0,1,6.0
3824,60.0,0.0,1,7,0,3,1,0,0,1,0.0
3303,0.0,0.0,2,7,0,3,1,0,0,0,0.0
675,14.14,0.0,3,4,0,2,0,0,0,0,1.0
4649,0.0,4.0,3,4,0,2,0,0,0,0,1.0
272,0.0,0.0,2,2,0,1,0,1,0,0,0.0
4550,35.01,5.0,3,10,0,4,0,0,0,0,2.0
3332,0.0,71.0,0,1,0,1,0,1,0,1,59.0
3491,0.0,0.0,1,4,0,2,0,0,0,0,0.0
2353,41.67,17.0,5,7,1,3,1,0,1,0,18.0
1745,23.08,0.0,0,1,0,1,0,1,1,0,2.0
1024,33.33,4.0,5,7,1,3,1,0,0,0,3.0
2360,30.0,8.0,3,11,0,4,0,0,1,0,0.0
4326,15.38,0.0,2,5,0,2,0,0,0,0,1.0
3288,0.0,9.0,6,6,1,2,1,0,1,0,10.0
2350,35.0,0.0,1,8,0,3,1,0,1,0,2.0
378,40.0,0.0,6,2,1,1,0,1,0,0,2.0
3332,0.0,0.0,0,6,0,2,1,0,0,1,0.0
4117,31.965,0.0,3,6,0,2,1,0,1,0,0.0
3492,49.23,0.0,3,6,0,2,1,0,0,1,0.0
672,33.05,0.0,0,2,0,1,0,1,0,0,2.0
1387,60.0,0.0,6,1,1,1,0,1,1,0,2.0
428,20.0,0.0,3,8,0,3,1,0,0,1,0.0
1961,20.0,0.0,6,1,1,1,0,1,0,0,0.0
1802,25.0,12.0,5,2,1,1,0,1,0,0,12.0
133,60.0,5.0,1,12,0,4,0,1,0,1,3.0
1047,38.16,5.0,6,10,1,4,0,0,1,0,2.0
3414,71.83,0.0,3,4,0,2,0,0,1,0,0.0
4109,40.62,0.0,4,7,0,3,1,0,1,0,1.0
2347,0.0,13.0,0,2,0,1,0,1,1,0,5.0
725,0.0,0.0,5,3,1,1,0,0,1,0,9.0
315,0.0,0.0,1,1,0,1,0,1,0,0,3.0
3492,49.23,0.0,4,4,0,2,0,0,0,1,0.0
2825,38.26,0.0,1,11,0,4,0,0,1,0,0.0
4328,0.0,0.0,2,6,0,2,1,0,0,0,0.0
2570,20.0,0.0,3,11,0,4,0,0,1,0,1.0
2994,0.0,0.0,1,9,0,3,0,0,0,0,1.0
2232,0.0,0.0,4,2,0,1,0,1,0,0,1.0
696,33.699999999999996,22.0,5,2,1,1,0,1,1,0,25.0
1200,5.66,17.0,2,1,0,1,0,1,1,0,38.0
3769,48.28,0.0,5,8,1,3,1,0,1,0,1.0
2259,6.25,0.0,2,6,0,2,1,0,0,1,2.0
2565,28.0,0.0,2,11,0,4,0,0,1,0,0.0
3323,44.46,10.0,4,1,0,1,0,1,0,0,1.0
1804,25.0,4.0,1,6,0,2,1,0,0,0,21.0
1362,0.0,9.0,5,6,1,2,1,0,0,0,3.0
4333,7.69,4.0,6,10,1,4,0,0,0,0,2.0
1413,11.11,14.0,3,9,0,3,0,0,1,0,20.0
1033,21.43,0.0,3,7,0,3,1,0,0,1,1.0
1372,0.0,0.0,2,2,0,1,0,1,0,0,1.0
3416,0.0,0.0,3,1,0,1,0,1,1,0,1.0
1024,30.0,0.0,0,4,0,2,0,0,0,0,2.0
1197,0.0,4.0,1,5,0,2,0,0,0,0,2.0
2945,30.0,0.0,4,6,0,2,1,0,0,0,3.0
3477,27.22,0.0,4,12,0,4,0,1,1,0,0.0
4116,37.815,0.0,0,12,0,4,0,1,0,0,1.0
2413,0.0,29.0,1,7,0,3,1,0,1,0,10.0
1727,37.78,13.0,5,3,1,1,0,0,1,0,3.0
1390,30.0,0.0,0,7,0,3,1,0,1,0,8.0
2079,0.0,0.0,3,5,0,2,0,0,0,1,25.0
2816,0.0,0.0,0,7,0,3,1,0,0,0,2.0
4114,30.5,0.0,6,1,1,1,0,1,0,0,1.0
384,25.0,0.0,5,5,1,2,0,0,1,0,0.0
4137,32.595,48.0,2,2,0,1,0,1,1,0,75.0
287,0.0,0.0,5,7,1,3,1,0,0,0,0.0
2380,4.76,5.0,2,11,0,4,0,0,1,0,9.0
724,30.0,13.0,5,2,1,1,0,1,1,0,10.0
723,0.0,0.0,5,5,1,2,0,0,1,0,3.0
2399,36.8,0.0,6,9,1,3,0,0,1,0,1.0
1897,24.08,0.0,4,8,0,3,1,0,0,1,1.0
2264,0.0,0.0,2,5,0,2,0,0,0,1,3.0
3286,0.0,4.0,4,9,0,3,0,0,0,0,2.0
4107,47.635,0.0,0,10,0,4,0,0,1,0,1.0
1047,0.0,0.0,2,9,0,3,0,0,1,0,0.0
2055,30.0,13.0,0,12,0,4,0,1,1,0,20.0
1297,25.0,0.0,0,1,0,1,0,1,0,0,1.0
3493,56.92,0.0,5,8,1,3,1,0,0,1,0.0
2367,0.0,0.0,4,2,0,1,0,1,1,0,1.0
315,0.0,0.0,2,2,0,1,0,1,0,0,0.0
283,15.0,0.0,6,4,1,2,0,0,0,0,2.0
2073,0.0,0.0,2,7,0,3,1,0,0,1,4.0
1191,0.0,11.0,5,11,1,4,0,0,0,0,58.0
4108,28.75,0.0,0,5,0,2,0,0,1,0,2.0
1426,31.25,4.0,2,8,0,3,1,0,1,0,1.0
322,50.0,9.0,4,5,0,2,0,0,0,1,0.0
713,46.92,0.0,3,11,0,4,0,0,1,0,0.0
1579,30.0,4.0,2,10,0,4,0,0,1,0,6.0
2261,32.5,5.0,1,7,0,3,1,0,0,1,0.0
2558,0.0,74.0,6,7,1,3,1,0,1,0,28.0
2363,10.0,0.0,3,2,0,1,0,1,1,0,0.0
1296,24.23,0.0,1,4,0,2,0,0,0,0,1.0
1580,0.0,0.0,2,8,0,3,1,0,0,0,1.0
4649,0.0,0.0,4,5,0,2,0,0,0,0,1.0
3316,0.0,4.0,5,11,1,4,0,0,1,0,6.0
2260,23.5,0.0,1,1,0,1,0,1,0,1,1.0
4467,0.0,0.0,3,2,0,1,0,1,1,0,0.0
3811,40.0,34.0,4,11,0,4,0,0,0,1,9.0
4334,0.0,0.0,1,9,0,3,0,0,0,0,0.0
3430,0.0,5.0,4,2,0,1,0,1,0,1,1.0
1045,26.39,23.0,5,7,1,3,1,0,0,0,5.0
3481,0.0,9.0,1,5,0,2,0,0,0,0,2.0
2506,0.0,0.0,4,5,0,2,0,0,0,0,2.0
4114,30.5,0.0,2,2,0,1,0,1,0,0,1.0
1808,30.0,0.0,3,2,0,1,0,1,0,0,1.0
1301,0.0,0.0,0,11,0,4,0,0,0,0,0.0
2369,0.0,13.0,5,11,1,4,0,0,1,0,9.0
2997,22.705,0.0,0,2,0,1,0,1,0,0,3.0
3403,12.855,0.0,5,2,1,1,0,1,1,0,1.0
1800,0.0,5.0,2,1,0,1,0,1,0,0,6.0
3446,40.0,16.0,5,2,1,1,0,1,0,1,10.0
2908,0.0,0.0,4,9,0,3,0,0,0,0,1.0
2258,11.11,0.0,6,2,1,1,0,1,0,1,3.0
2566,28.89,0.0,2,2,0,1,0,1,1,0,0.0
